0,-0.004409
0.12024,-0.002582
0.240481,-0.002101
0.360721,-0.011063
0.480962,-0.014206
0.601202,-0.011624
0.721443,-0.010533
0.841683,-0.00835
0.961924,-0.012873
1.082164,-0.018578
1.202405,-0.01681
1.322645,-0.012626
1.442886,-0.005336
1.563126,0.001261
1.683367,0.006902
1.803607,0.012731
1.923848,0.012677
2.044088,0.016393
2.164329,0.019526
2.284569,0.031703
2.40481,0.026702
2.52505,-0.000237
2.645291,-0.012675
2.765531,-0.018535
2.885772,0.00043
3.006012,0.023646
3.126253,0.029503
3.246493,0.020051
3.366733,0.001122
3.486974,-0.012128
3.607214,-0.008394
3.727455,-0.005738
3.847695,-0.000025
3.967936,-0.006345
4.088176,-0.012694
4.208417,-0.010962
4.328657,-0.009033
4.448898,-0.006332
4.569138,-0.008758
4.689379,-0.022969
4.809619,-0.021114
4.92986,-0.019418
5.0501,-0.016834
5.170341,-0.016306
5.290581,-0.027499
5.410822,-0.033852
5.531062,-0.029117
5.651303,-0.021355
5.771543,-0.005796
5.891784,0.005985
6.012024,0.022752
6.132265,0.027668
6.252505,0.025896
6.372745,0.033154
6.492986,0.04245
6.613226,0.071314
6.733467,0.042513
6.853707,-0.007213
6.973948,-0.032472
7.094188,-0.03722
7.214429,0.014071
7.334669,0.055774
7.45491,0.060355
7.57515,0.03483
7.695391,-0.008988
7.815631,-0.026988
7.935872,-0.017844
8.056112,-0.011187
8.176353,0.00037
8.296593,-0.018767
8.416834,-0.026553
8.537074,-0.02459
8.657315,-0.020282
8.777555,-0.020152
8.897796,-0.033074
9.018036,-0.039839
9.138277,-0.031038
9.258517,-0.031497
9.378758,-0.030531
9.498998,-0.048656
9.619238,-0.068139
9.739479,-0.068238
9.859719,-0.054473
9.97996,-0.028934
10.1002,0.001405
10.220441,0.030722
10.340681,0.055007
10.460922,0.048962
10.581162,0.057547
10.701403,0.063174
10.821643,0.103188
10.941884,0.137312
11.062124,0.041501
11.182365,-0.031297
11.302605,-0.077659
11.422846,-0.05124
11.543086,0.062398
11.663327,0.115611
11.783567,0.107065
11.903808,0.041365
12.024048,-0.040075
12.144289,-0.048195
12.264529,-0.036985
12.38477,-0.014813
12.50501,-0.006251
12.625251,-0.042624
12.745491,-0.043317
12.865731,-0.039846
12.985972,-0.03669
13.106212,-0.032813
13.226453,-0.066526
13.346693,-0.07246
13.466934,-0.05642
13.587174,-0.0602
13.707415,-0.054143
13.827655,-0.088656
13.947896,-0.113289
14.068136,-0.107093
14.188377,-0.081313
14.308617,-0.034121
14.428858,0.02469
14.549098,0.069107
14.669339,0.099749
14.789579,0.076034
14.90982,0.09811
15.03006,0.117666
15.150301,0.217013
15.270541,0.175139
15.390782,0.005898
15.511022,-0.087343
