1456 , 1.495 , 1.565
1472 , -7.649 , 1.714
1488 , -2.814 , 1.614
1504 , -20.065 , 2.309
1520 , -4.403 , 1.358
1536 , 1.193 , 1.526
1552 , -0.390 , 1.508
1568 , 0.506 , 1.493
1584 , 13.356 , 1.057
1600 , 6.742 , -2.157
1616 , 2.066 , -2.096
1632 , -3.831 , -2.094
1648 , -5.259 , -2.005
1664 , -9.470 , -2.176
1680 , -10.977 , -1.821
1696 , -7.598 , -2.055
1712 , -11.247 , -1.746
1728 , -6.711 , -1.820
1744 , -5.942 , -1.692
1760 , -9.728 , -1.790
1776 , -4.439 , -1.608
1792 , -3.302 , -1.743
1808 , 8.026 , -1.653
1824 , 5.000 , 1.487
1840 , -1.745 , 1.745
1856 , -4.451 , 1.665
1872 , -9.127 , 1.880
1888 , -11.181 , 1.999
1904 , -13.099 , 1.667
1920 , -11.619 , 1.888
1936 , -19.274 , 1.947
1952 , -15.379 , 2.509
1968 , -13.503 , 2.107
1984 , -9.776 , 1.656
2000 , -13.432 , 2.181
2016 , -9.144 , 1.730
2032 , 0.846 , 1.501
2048 , -3.168 , -1.727
2064 , -11.875 , -1.846
2080 , -13.921 , -1.539
2096 , -18.905 , -1.832
2112 , -19.708 , -1.460
2128 , -21.238 , -1.776
2144 , -16.098 , -1.561
2160 , -18.966 , -1.622
2176 , -20.623 , -1.494
2192 , -19.046 , -1.376
2208 , -19.216 , -1.212
2224 , -23.943 , -1.700
2240 , -14.331 , -1.387
2256 , -2.346 , -1.349
2272 , -1.674 , 1.862
2288 , -10.530 , 2.178
2304 , -13.551 , 2.259
2320 , -14.408 , 2.437
2336 , -19.561 , 2.837
2352 , -14.572 , 1.967
2368 , -18.817 , 2.479
2384 , -23.884 , 2.908
2400 , -19.253 , -2.863
2416 , -18.531 , 2.364
2432 , -16.364 , 2.057
2448 , -16.401 , 2.555
2464 , -13.596 , 1.882
2480 , -4.714 , 1.599
2496 , -1.919 , -1.622
2512 , -12.074 , -2.063
2528 , -17.111 , -1.494
2544 , -30.854 , -2.677
2560 , -20.034 , -1.532
2576 , -18.285 , -0.675
2592 , -13.566 , -1.650
2608 , -21.299 , -1.680
2624 , -16.302 , -1.909
2640 , -16.879 , -1.735
2656 , -18.210 , -1.419
2672 , -24.498 , -2.834
2688 , -11.962 , -1.781
2704 , -2.004 , -2.114
2720 , 2.675 , 1.476
2736 , -6.436 , 1.720
2752 , -11.589 , 1.986
2768 , -13.958 , 2.166
2784 , -18.154 , 2.472
2800 , -16.908 , 1.959
2816 , -18.100 , 2.724
2832 , -22.307 , 2.590
2848 , -19.158 , 2.982
2864 , -14.443 , 2.020
2880 , -12.865 , 2.002
2896 , -11.654 , 2.463
2912 , -8.779 , 1.755
2928 , -0.657 , 1.672
2944 , 4.533 , -1.370
2960 , -8.995 , -1.602
2976 , -13.635 , -0.507
2992 , -12.575 , 1.495
3008 , -18.051 , -1.709
3024 , -10.355 , -1.203
3040 , -10.794 , -2.057
3056 , -8.213 , -1.022
3072 , -9.900 , 2.774
3088 , -11.420 , -1.303
3104 , -6.513 , -1.345
3120 , -23.678 , 1.158
3136 , -12.585 , -2.303
3152 , 3.062 , 3.117
3168 , 10.661 , 0.508
3184 , -0.684 , 0.895
3200 , -6.360 , 1.405
3216 , -12.935 , 1.074
3232 , -12.943 , 1.461
3248 , -18.524 , 0.206
3264 , -11.174 , 1.348
3280 , -15.775 , 2.574
3296 , -13.149 , 1.042
3312 , -16.994 , -0.131
3328 , -15.148 , 0.472
3344 , -11.775 , 0.899
3360 , -14.280 , -0.144
3376 , -5.539 , 0.066
3392 , 0.834 , -2.896
3408 , -13.467 , -2.388
3424 , -17.350 , -1.646
3440 , -26.430 , -0.823
3456 , -22.834 , 1.907
3472 , -21.593 , -2.839
3488 , -34.189 , -2.206
3504 , -38.017 , -2.915
3520 , -23.930 , 1.007
3536 , -26.489 , -2.188
3552 , -31.815 , -0.963
3568 , -25.949 , 0.692
3584 , -23.189 , 1.289
3600 , -10.377 , 2.996
3616 , 0.079 , 0.635
3632 , -11.760 , 1.513
3648 , -16.001 , 1.849
3664 , -20.097 , 2.215
3680 , -18.863 , 1.145
3696 , -37.604 , -0.882
3712 , -25.384 , 2.080
3728 , -18.317 , 2.770
3744 , -16.659 , 1.444
3760 , -20.043 , -0.126
3776 , -19.955 , 0.134
3792 , -18.027 , 1.752
3808 , -16.689 , -0.246
3824 , -15.784 , -0.000
3840 , -0.865 , -2.648
3856 , -29.843 , -0.158
3872 , -17.981 , -1.235
3888 , -26.718 , 1.221
3904 , -24.711 , 0.962
3920 , -17.253 , -3.123
3936 , -26.926 , 2.957
3952 , -21.823 , 0.610
3968 , -14.284 , 1.098
3984 , -21.643 , 2.129
4000 , -14.040 , 0.986
4016 , -7.353 , 0.353
4032 , -18.528 , -0.860
4048 , -20.393 , -2.289
4064 , -19.915 , -0.144
4080 , -23.204 , 2.382
4096 , -17.611 , -3.006
4112 , -16.652 , -2.841
4128 , -24.148 , 1.218
4144 , -24.282 , 2.356
4160 , -14.086 , 2.390
4176 , -18.818 , -3.080
4192 , -2.248 , -2.871
4208 , -6.969 , 0.513
4224 , -13.689 , 0.603
4240 , -15.987 , -0.660
4256 , -16.983 , 0.714
4272 , -20.937 , 0.575
4288 , -16.240 , -0.850
4304 , -20.323 , -2.124
4320 , -25.710 , 0.011
4336 , -23.835 , 0.670
4352 , -16.396 , -0.227
4368 , -20.198 , -0.925
4384 , -14.930 , -0.465
4400 , -10.664 , -0.173
4416 , -1.905 , 0.287
4432 , -5.364 , -2.750
4448 , -19.635 , 2.101
4464 , -18.805 , 2.211
4480 , -17.376 , 2.472
4496 , -18.574 , 2.714
4512 , -30.528 , 1.586
4528 , -20.589 , 2.741
4544 , -21.070 , 2.702
4560 , -19.443 , -3.112
4576 , -44.038 , 2.783
4592 , -17.698 , 2.163
4608 , -14.450 , 2.681
4624 , -11.801 , -2.892
4640 , -2.256 , -2.535
4656 , -0.414 , 0.666
4672 , -11.470 , 0.583
4688 , -10.192 , -0.075
4704 , -14.660 , 0.455
4720 , -17.332 , 0.666
4736 , -12.748 , -0.449
4752 , -16.501 , -1.557
4768 , -10.720 , -0.172
4784 , -14.083 , 0.722
4800 , -11.226 , -0.353
4816 , -9.540 , 0.065
4832 , -5.242 , -0.209
4848 , 0.119 , 0.223
4864 , 7.640 , 0.429
4880 , 7.961 , -2.599
4896 , -4.174 , 2.610
4912 , -10.132 , 2.475
4928 , -3.190 , 2.346
4944 , -9.655 , 2.669
4960 , -8.155 , -2.396
4976 , -5.609 , 1.983
4992 , -9.199 , 3.029
5008 , -11.425 , 2.078
5024 , -18.687 , -2.887
5040 , -16.732 , -1.072
5056 , -10.108 , 1.990
5072 , -6.639 , 2.561
5088 , 1.091 , 2.136
5104 , 3.121 , -1.107
5120 , -7.929 , -1.498
5136 , -9.023 , -2.018
5152 , -13.485 , -1.683
5168 , -15.543 , -1.970
5184 , -15.279 , -2.682
5200 , -18.613 , -2.339
5216 , -15.403 , -2.152
5232 , -17.176 , -1.626
5248 , -15.884 , -2.036
5264 , -13.450 , -1.626
5280 , -12.547 , -1.405
5296 , -9.131 , -1.086
5312 , -3.554 , -0.808
5328 , 1.085 , 2.679
5344 , -8.897 , 2.126
5360 , -17.002 , 2.341
5376 , -11.531 , 2.085
5392 , -12.902 , 2.392
5408 , -14.035 , 2.509
5424 , -16.452 , 2.258
5440 , -12.876 , 2.292
5456 , -17.459 , 1.654
5472 , -18.291 , 2.844
5488 , -20.134 , -2.893
5504 , -14.937 , 2.554
5520 , -12.125 , 3.067
5536 , -6.945 , 2.354
5552 , -2.786 , -1.037
5568 , -14.117 , -1.687
5584 , -14.602 , -2.147
5600 , -18.552 , -1.828
5616 , -18.909 , -2.355
5632 , -17.759 , -2.895
5648 , -23.024 , -2.440
5664 , -17.823 , -1.966
5680 , -17.185 , -1.646
5696 , -18.322 , -2.569
5712 , -14.823 , -1.954
5728 , -16.759 , -1.840
5744 , -14.700 , -1.716
5760 , -9.163 , -1.308
5776 , 1.089 , 1.844
5792 , -13.838 , 1.890
5808 , -19.457 , 2.076
5824 , -14.517 , 1.828
5840 , -16.395 , 2.040
5856 , -18.487 , 2.210
5872 , -18.141 , 2.320
5888 , -17.268 , 2.248
5904 , -23.527 , 2.782
5920 , -21.210 , 2.263
5936 , -21.238 , 3.004
5952 , -18.173 , 2.360
5968 , -17.694 , -2.932
5984 , -14.407 , 2.762
6000 , 0.076 , -0.983
6016 , -12.516 , -1.668
6032 , -13.343 , -1.955
6048 , -15.560 , -1.320
6064 , -15.115 , -2.088
6080 , -16.672 , -2.291
6096 , -39.260 , -2.762
6112 , -15.358 , -1.566
6128 , -25.082 , -1.385
6144 , -13.544 , -1.797
6160 , -14.331 , -1.571
6176 , -12.250 , -1.210
6192 , -10.212 , -1.454
6208 , -11.208 , -0.319
6224 , 7.576 , 2.136
6240 , -8.625 , 2.191
6256 , -6.987 , 1.934
6272 , -14.770 , 2.322
6288 , -9.673 , 2.138
6304 , -14.096 , 2.543
6320 , -19.221 , 2.237
6336 , -14.150 , -2.840
6352 , -19.592 , 2.145
6368 , -14.340 , -2.493
6384 , -14.000 , -3.098
6400 , -11.925 , -2.573
6416 , -6.882 , -2.555
6432 , -5.958 , -2.171
6448 , 10.936 , 0.454
6464 , -1.798 , -1.702
6480 , -8.095 , -1.281
6496 , -9.201 , -1.083
6512 , -11.148 , 1.446
6528 , -13.973 , 2.505
6544 , -13.262 , -1.189
6560 , -26.960 , 1.979
6576 , -10.291 , -1.002
6592 , -11.967 , -3.131
6608 , -7.338 , -1.220
6624 , -1.704 , -1.330
6640 , -5.281 , 0.630
6656 , 2.401 , -0.789
6672 , 26.470 , 1.719
6688 , 0.302 , 1.128
6704 , 1.354 , 1.324
6720 , -4.262 , 1.942
6736 , -5.920 , 1.462
6752 , -9.610 , 1.629
6768 , -7.705 , -1.916
6784 , -9.971 , 1.635
6800 , -11.546 , -1.810
6816 , -11.622 , 2.032
6832 , -8.887 , 2.135
6848 , -4.275 , 1.807
6864 , -5.095 , 2.181
6880 , 2.331 , 1.860
6896 , 26.762 , -1.602
6912 , 7.089 , 1.735
6928 , -5.580 , 1.838
6944 , -9.857 , 1.835
6960 , -4.145 , -1.430
6976 , -3.761 , 1.418
6992 , -13.945 , 2.424
7008 , -7.348 , -1.567
7024 , -4.093 , -1.751
7040 , -4.248 , 1.318
7056 , -21.273 , -2.090
7072 , -12.492 , -1.984
7088 , 2.123 , -1.561
7104 , 6.118 , -1.568
7120 , 11.497 , -0.291
7136 , -7.149 , 1.962
7152 , -12.797 , 1.550
7168 , -5.355 , 1.557
7184 , -13.937 , 1.787
7200 , -22.488 , -1.705
7216 , -5.175 , 1.704
7232 , -11.679 , 1.734
7248 , -5.124 , 1.681
7264 , -7.491 , 1.681
7280 , -3.617 , 1.633
7296 , -9.288 , 1.673
7312 , 0.021 , 1.615
7328 , 1.991 , 1.730
7344 , 21.516 , 1.783
7360 , 5.659 , -1.357
7376 , -2.950 , -1.431
7392 , -4.104 , -1.490
7408 , -5.233 , -1.521
7424 , -4.154 , -1.517
7440 , -10.679 , -1.462
7456 , -6.563 , -1.530
7472 , -8.844 , -1.517
7488 , -7.296 , -1.452
7504 , -9.282 , -1.454
7520 , -9.914 , -1.448
7536 , -5.229 , -1.404
7552 , -8.178 , -1.074
7568 , 12.480 , 1.180
7584 , 4.583 , -1.780
7600 , -2.335 , -1.754
7616 , -4.117 , -1.745
7632 , -4.010 , -1.730
7648 , -1.337 , -1.687
7664 , -2.317 , -1.674
7680 , -1.079 , -1.674
7696 , -0.279 , -1.662
7712 , 2.782 , -1.639
7728 , 3.063 , -1.641
7744 , 5.107 , -1.631
7760 , 8.893 , -1.628
7776 , 15.379 , -1.613
7792 , 30.701 , -1.599
7808 , 18.853 , 1.546
7824 , 10.116 , 1.536
7840 , 5.357 , 1.543
7856 , 3.318 , 1.550
7872 , 1.786 , 1.556
7888 , -0.626 , 1.569
7904 , -1.600 , 1.584
7920 , -3.801 , 1.602
7936 , -6.059 , 1.607
7952 , -7.563 , 1.633
7968 , -7.293 , 1.671
7984 , -13.262 , 1.807
8000 , -6.179 , -1.739
