16,11.231,3.142
32,-5.912,2.888
48,-20.676,-1.302
64,-22.914,-1.746
80,-16.639,1.911
96,-15.751,2.035
112,-16.766,2.654
128,-16.309,2.137
144,-10.567,2.038
160,-9.71,1.96
176,-5.435,2.234
192,-1.838,2.339
208,-0.877,2.288
224,1.775,2.885
240,31.566,2.679
256,7.582,-0.826
272,5.013,-0.739
288,2.196,-0.585
304,-0.991,-0.63
320,-4.634,-0.57
336,-2.329,-0.557
352,-4.043,-0.503
368,-3.675,-0.267
384,-6.494,-0.324
400,-2.649,-0.189
416,-1.762,0.051
432,-0.439,0.286
448,0.32,0.573
464,24.11,0.499
480,5.872,-2.702
496,-0.581,-2.543
512,-2.087,-2.058
528,-6.192,-1.88
544,-9.241,-1.751
560,-4.478,-1.796
576,-5.877,-1.791
592,-4.432,-1.422
608,-5.775,-1.836
624,-1.875,-1.63
640,-0.497,-1.536
656,2.384,-1.464
672,4.445,-1.403
688,26.317,-1.733
704,11.933,1.19
720,6.854,0.949
736,3.311,1.162
752,-0.077,0.763
768,-1.629,0.987
784,-3.004,0.795
800,-1.188,1.101
816,-2.614,0.805
832,2.438,1.249
848,1.038,0.95
864,4.272,0.792
880,6.307,1.023
896,9.111,0.973
912,24.863,0.905
928,15.438,-2.699
944,7.769,-2.638
960,5.735,-2.2
976,0.698,-2.191
992,-5.935,-1.235
1008,4.411,-2.874
1024,-2.337,-2.848
1040,1.391,-2.252
1056,-15.278,-1.022
1072,2.123,2.773
1088,2.653,-2.587
1104,4.631,-2.88
1120,8.52,-2.955
1136,25.9,2.5
1152,18.133,-0.87
1168,10.364,-0.934
1184,7.76,-0.746
1200,4.659,-0.897
1216,3.186,-0.717
1232,0.213,-0.599
1248,4.094,-0.664
1264,0.275,-0.995
1280,5.772,-0.659
1296,6.482,-0.664
1312,7.716,-1.016
1328,10.545,-0.517
1344,12.688,-0.788
1360,26.061,-1.208
1376,19.437,1.686
1392,9.282,1.706
1408,8.065,2.095
1424,2.634,2.056
1440,-1.436,2.97
1456,1.496,1.555
1472,-7.055,1.962
1488,-2.758,1.693
1504,-13.995,2.765
1520,-3.296,1.036
1536,1.248,1.451
1552,-0.286,1.404
1568,0.658,1.369
1584,17.111,0.601
1600,11.029,-2.608
1616,5.758,-2.541
1632,-0.236,-2.532
1648,-2.514,-2.419
1664,-5.384,-2.602
1680,-9.88,-2.118
1696,-4.627,-2.462
1712,-10.701,-1.961
1728,-5.716,-2.098
1744,-5.689,-1.839
1760,-8.98,-2.032
1776,-4.416,-1.652
